customer_id,full_name,date_of_purchase,age,state,mtn_device,gender,satisfaction_rate,customer_review,customer_tenure_in_months,subscription_plan,unit_price,number_of_times_purchased,total_revenue,data_usage,customer_churn_status,reasons_for_churn,region,age_group
cust0038,shehu randall,feb-25,50,adamawa,broadband mifi,female,5,excellent,30,300gb fup monthly unlimited,30000,8,240000,176.39,yes,better offers from competitors,north east,Middle_Age(45-59)
cust0039,zina green,mar-25,64,bayelsa,5g broadband router,male,2,fair,32,120gb monthly broadband plan,24000,9,216000,176.12,no,,south south,Seniors(60 Above)
cust0039,zina green,mar-25,64,bayelsa,mobile sim card,male,2,fair,32,65gb monthly plan,16000,7,112000,103.57,no,,south south,Seniors(60 Above)
cust0040,chinedu ruiz,feb-25,46,kogi,mobile sim card,female,4,very good,36,3.2gb 2-day plan,1000,13,13000,59.2,no,,north central,Middle_Age(45-59)
cust0040,chinedu ruiz,feb-25,46,kogi,broadband mifi,female,4,very good,36,150gb fup monthly unlimited,20000,19,380000,61.59,no,,north central,Middle_Age(45-59)
cust0041,ejiro mason,mar-25,76,bauchi,5g broadband router,female,3,good,28,60gb monthly broadband plan,14500,7,101500,24.57,no,,north east,Seniors(60 Above)
cust0041,ejiro mason,mar-25,76,bauchi,mobile sim card,female,3,good,28,25gb monthly plan,9000,18,162000,24.35,no,,north east,Seniors(60 Above)
cust0042,shehu hoffman,mar-25,40,ondo,4g router,female,1,poor,18,10gb+10mins monthly plan,4500,18,81000,60.8,no,,south west,Adults(35-44)
cust0042,shehu hoffman,mar-25,40,ondo,mobile sim card,female,1,poor,18,1.5gb 2-day plan,600,2,1200,55.23,no,,south west,Adults(35-44)
cust0043,abubakar johnson,jan-25,32,yobe,5g broadband router,male,5,excellent,56,30gb monthly broadband plan,9000,16,144000,50.87,yes,fast data consumption,north east,Young_adults(25-34)
cust0043,abubakar johnson,jan-25,32,yobe,broadband mifi,male,5,excellent,56,30gb monthly broadband plan,9000,13,117000,164.51,yes,fast data consumption,north east,Young_adults(25-34)
cust0044,grace walker,mar-25,25,oyo,mobile sim card,male,1,poor,10,500mb daily plan,350,13,4550,155.25,no,,south west,Young_adults(25-34)
cust0045,alabo thompson,jan-25,72,abia,4g router,female,5,excellent,20,10gb+10mins monthly plan,4500,3,13500,53.3,no,,south east,Seniors(60 Above)
cust0046,amina wright,jan-25,46,enugu,mobile sim card,male,4,very good,11,500mb daily plan,350,10,3500,57.98,no,,south east,Middle_Age(45-59)
cust0046,amina wright,jan-25,46,enugu,4g router,male,4,very good,11,165gb monthly plan,35000,8,280000,14.7,no,,south east,Middle_Age(45-59)
cust0046,amina wright,jan-25,46,enugu,broadband mifi,male,4,very good,11,300gb fup monthly unlimited,30000,19,570000,157.67,no,,south east,Middle_Age(45-59)
cust0047,bala christian,feb-25,70,delta,broadband mifi,male,3,good,42,150gb fup monthly unlimited,20000,20,400000,158.63,no,,south south,Seniors(60 Above)
cust0048,abubakar gentry,mar-25,72,delta,mobile sim card,female,4,very good,45,2.5gb 2-day plan,900,11,9900,177.94,no,,south south,Seniors(60 Above)
cust0048,abubakar gentry,mar-25,72,delta,4g router,female,4,very good,45,25gb monthly plan,9000,8,72000,5.66,no,,south south,Seniors(60 Above)
cust0048,abubakar gentry,mar-25,72,delta,broadband mifi,female,4,very good,45,120gb monthly broadband plan,24000,1,24000,117.63,no,,south south,Seniors(60 Above)
cust0049,zainab taylor,feb-25,21,enugu,mobile sim card,female,3,good,34,12.5gb monthly plan,5500,11,60500,69.92,yes,relocation,south east,Youths(16-24)
cust0049,zainab taylor,feb-25,21,enugu,broadband mifi,female,3,good,34,300gb fup monthly unlimited,30000,6,180000,134.19,yes,relocation,south east,Youths(16-24)
cust0050,tega stevens,feb-25,68,yobe,5g broadband router,female,5,excellent,43,150gb fup monthly unlimited,20000,13,260000,194.05,yes,poor network,north east,Seniors(60 Above)
cust0050,tega stevens,feb-25,68,yobe,4g router,female,5,excellent,43,65gb monthly plan,16000,18,288000,131.7,yes,poor network,north east,Seniors(60 Above)
cust0051,zina carter,mar-25,68,oyo,mobile sim card,male,5,excellent,34,1gb+1.5mins daily plan,500,10,5000,110.07,no,,south west,Seniors(60 Above)
cust0051,zina carter,mar-25,68,oyo,broadband mifi,male,5,excellent,34,60gb monthly broadband plan,14500,16,232000,176.23,no,,south west,Seniors(60 Above)
cust0051,zina carter,mar-25,68,oyo,5g broadband router,male,5,excellent,34,150gb fup monthly unlimited,20000,20,400000,6.26,no,,south west,Seniors(60 Above)
cust0052,halima johnston,feb-25,36,abia,mobile sim card,male,1,poor,36,3.2gb 2-day plan,1000,5,5000,129.72,yes,better offers from competitors,south east,Adults(35-44)
cust0053,grace christensen,feb-25,53,zamfara,mobile sim card,female,4,very good,27,500mb daily plan,350,17,5950,184.41,yes,relocation,north west,Middle_Age(45-59)
cust0054,amaka potter,mar-25,24,akwa ibom,mobile sim card,female,1,poor,22,16.5gb+10mins monthly plan,6500,11,71500,97.13,yes,costly data plans,south south,Youths(16-24)
cust0054,amaka potter,mar-25,24,akwa ibom,broadband mifi,female,1,poor,22,120gb monthly broadband plan,24000,13,312000,152.69,yes,costly data plans,south south,Youths(16-24)
cust0054,amaka potter,mar-25,24,akwa ibom,mobile sim card,female,1,poor,22,165gb monthly plan,35000,7,245000,186.6,yes,costly data plans,south south,Youths(16-24)
cust0055,halima smith,mar-25,65,osun,mobile sim card,female,4,very good,3,1.5gb 2-day plan,600,2,1200,99.32,no,,south west,Seniors(60 Above)
cust0055,halima smith,mar-25,65,osun,5g broadband router,female,4,very good,3,300gb fup monthly unlimited,30000,19,570000,100.71,no,,south west,Seniors(60 Above)
cust0056,tega daniels,feb-25,28,nasarawa,mobile sim card,male,1,poor,34,165gb monthly plan,35000,9,315000,156.41,no,,north central,Young_adults(25-34)
cust0056,tega daniels,feb-25,28,nasarawa,broadband mifi,male,1,poor,34,300gb fup monthly unlimited,30000,13,390000,124.84,no,,north central,Young_adults(25-34)
cust0057,chinedu davis,feb-25,58,adamawa,5g broadband router,female,5,excellent,21,60gb monthly broadband plan,14500,14,203000,149.48,yes,poor network,north east,Middle_Age(45-59)
cust0058,ngozi brown,mar-25,28,nasarawa,5g broadband router,male,1,poor,45,200gb monthly broadband plan,25000,5,125000,75.28,yes,better offers from competitors,north central,Young_adults(25-34)
cust0059,halima williams,jan-25,68,enugu,4g router,male,5,excellent,12,10gb+10mins monthly plan,4500,9,40500,92.5,no,,south east,Seniors(60 Above)
cust0059,halima williams,jan-25,68,enugu,mobile sim card,male,5,excellent,12,12.5gb monthly plan,5500,1,5500,51.44,no,,south east,Seniors(60 Above)
cust0059,halima williams,jan-25,68,enugu,broadband mifi,male,5,excellent,12,60gb monthly broadband plan,14500,18,261000,180.29,no,,south east,Seniors(60 Above)
cust0060,amina payne,mar-25,25,nasarawa,5g broadband router,female,4,very good,38,450gb 3-month broadband plan,75000,4,300000,170.74,no,,north central,Young_adults(25-34)
cust0060,amina payne,mar-25,25,nasarawa,broadband mifi,female,4,very good,38,150gb fup monthly unlimited,20000,12,240000,76.58,no,,north central,Young_adults(25-34)
cust0061,abubakar ewing,jan-25,53,kano,broadband mifi,female,5,excellent,18,300gb fup monthly unlimited,30000,8,240000,155.26,no,,north west,Middle_Age(45-59)
cust0061,abubakar ewing,jan-25,53,kano,5g broadband router,female,5,excellent,18,200gb monthly broadband plan,25000,7,175000,44.19,no,,north west,Middle_Age(45-59)
cust0061,abubakar ewing,jan-25,53,kano,4g router,female,5,excellent,18,25gb monthly plan,9000,5,45000,135.71,no,,north west,Middle_Age(45-59)
cust0062,ngozi henson,mar-25,21,abia,mobile sim card,female,2,fair,3,500mb daily plan,350,18,6300,26.87,yes,costly data plans,south east,Youths(16-24)
cust0062,ngozi henson,mar-25,21,abia,broadband mifi,female,2,fair,3,300gb fup monthly unlimited,30000,9,270000,106.41,yes,costly data plans,south east,Youths(16-24)
cust0063,amina flores,mar-25,48,taraba,4g router,female,1,poor,48,10gb+10mins monthly plan,4500,13,58500,172.1,no,,north east,Middle_Age(45-59)
cust0064,ejiro ford,jan-25,27,kebbi,5g broadband router,male,4,very good,17,200gb monthly broadband plan,25000,8,200000,22.12,no,,north west,Young_adults(25-34)
cust0064,ejiro ford,jan-25,27,kebbi,mobile sim card,male,4,very good,17,12.5gb monthly plan,5500,18,99000,5.49,no,,north west,Young_adults(25-34)
cust0064,ejiro ford,jan-25,27,kebbi,4g router,male,4,very good,17,25gb monthly plan,9000,8,72000,183.09,no,,north west,Young_adults(25-34)
cust0065,kunle shaw,feb-25,75,abia,mobile sim card,female,1,poor,8,3.2gb 2-day plan,1000,18,18000,47.34,no,,south east,Seniors(60 Above)
cust0065,kunle shaw,feb-25,75,abia,broadband mifi,female,1,poor,8,150gb fup monthly unlimited,20000,12,240000,78.03,no,,south east,Seniors(60 Above)
cust0066,david schneider,jan-25,69,plateau,broadband mifi,female,4,very good,42,300gb fup monthly unlimited,30000,15,450000,43.85,no,,north central,Seniors(60 Above)
cust0066,david schneider,jan-25,69,plateau,5g broadband router,female,4,very good,42,60gb monthly broadband plan,14500,4,58000,171.16,no,,north central,Seniors(60 Above)
cust0067,ejiro smith,feb-25,61,oyo,broadband mifi,female,1,poor,18,150gb fup monthly unlimited,20000,20,400000,128.52,no,,south west,Seniors(60 Above)
cust0067,ejiro smith,feb-25,61,oyo,5g broadband router,female,1,poor,18,30gb monthly broadband plan,9000,11,99000,10.59,no,,south west,Seniors(60 Above)
cust0068,halima anderson,feb-25,32,ondo,5g broadband router,male,5,excellent,54,300gb fup monthly unlimited,30000,20,600000,157.83,yes,better offers from competitors,south west,Young_adults(25-34)
cust0069,tunde oliver,mar-25,51,plateau,4g router,male,2,fair,35,65gb monthly plan,16000,8,128000,71.97,yes,better offers from competitors,north central,Middle_Age(45-59)
cust0070,ese obrien,feb-25,18,enugu,4g router,female,4,very good,4,10gb+10mins monthly plan,4500,4,18000,102.89,no,,south east,Youths(16-24)
cust0071,alabo keith,mar-25,80,osun,broadband mifi,male,4,very good,47,60gb monthly broadband plan,14500,14,203000,169.54,no,,south west,Seniors(60 Above)
cust0072,ngozi hernandez,jan-25,78,nasarawa,4g router,male,3,good,58,25gb monthly plan,9000,19,171000,125.05,no,,north central,Seniors(60 Above)
cust0073,ese flowers,feb-25,64,bauchi,mobile sim card,female,1,poor,30,165gb monthly plan,35000,8,280000,90.59,no,,north east,Seniors(60 Above)
cust0074,ibim marshall,jan-25,59,sokoto,5g broadband router,female,3,good,27,1.5tb yearly broadband plan,150000,3,450000,13.89,no,,north west,Middle_Age(45-59)
cust0074,ibim marshall,jan-25,59,sokoto,4g router,female,3,good,27,65gb monthly plan,16000,12,192000,86.66,no,,north west,Middle_Age(45-59)
cust0074,ibim marshall,jan-25,59,sokoto,broadband mifi,female,3,good,27,150gb fup monthly unlimited,20000,19,380000,111.5,no,,north west,Middle_Age(45-59)
cust0075,tega medina,feb-25,31,kogi,5g broadband router,female,1,poor,56,60gb monthly broadband plan,14500,16,232000,31.37,no,,north central,Young_adults(25-34)
cust0075,tega medina,feb-25,31,kogi,4g router,female,1,poor,56,10gb+10mins monthly plan,4500,12,54000,169.53,no,,north central,Young_adults(25-34)
cust0075,tega medina,feb-25,31,kogi,broadband mifi,female,1,poor,56,120gb monthly broadband plan,24000,9,216000,73.83,no,,north central,Young_adults(25-34)
cust0076,nura mcneil,feb-25,70,kano,5g broadband router,female,3,good,2,30gb monthly broadband plan,9000,5,45000,36.69,no,,north west,Seniors(60 Above)
cust0076,nura mcneil,feb-25,70,kano,4g router,female,3,good,2,165gb monthly plan,35000,1,35000,14.38,no,,north west,Seniors(60 Above)
cust0077,chinedu pitts,mar-25,43,jigawa,5g broadband router,female,2,fair,30,30gb monthly broadband plan,9000,20,180000,31.54,no,,north west,Adults(35-44)
cust0077,chinedu pitts,mar-25,43,jigawa,mobile sim card,female,2,fair,30,2.5gb 2-day plan,900,9,8100,134.96,no,,north west,Adults(35-44)
cust0077,chinedu pitts,mar-25,43,jigawa,broadband mifi,female,2,fair,30,60gb monthly broadband plan,14500,16,232000,132.56,no,,north west,Adults(35-44)
cust0078,alabo kelly,jan-25,69,akwa ibom,mobile sim card,male,3,good,49,1gb+1.5mins daily plan,500,13,6500,9.56,no,,south south,Seniors(60 Above)
cust0078,alabo kelly,jan-25,69,akwa ibom,5g broadband router,male,3,good,49,30gb monthly broadband plan,9000,10,90000,2.03,no,,south south,Seniors(60 Above)
cust0079,fatima pennington,jan-25,33,edo,mobile sim card,female,1,poor,21,165gb monthly plan,35000,8,280000,106.75,no,,south south,Young_adults(25-34)
cust0079,fatima pennington,jan-25,33,edo,broadband mifi,female,1,poor,21,120gb monthly broadband plan,24000,12,288000,111.97,no,,south south,Young_adults(25-34)
cust0080,kunle williams,feb-25,66,rivers,mobile sim card,female,1,poor,2,20gb monthly plan,7500,13,97500,58.26,no,,south south,Seniors(60 Above)
cust0080,kunle williams,feb-25,66,rivers,5g broadband router,female,1,poor,2,30gb monthly broadband plan,9000,6,54000,193.26,no,,south south,Seniors(60 Above)
cust0080,kunle williams,feb-25,66,rivers,4g router,female,1,poor,2,165gb monthly plan,35000,12,420000,166.49,no,,south south,Seniors(60 Above)
cust0081,chinedu ortiz,feb-25,71,anambra,5g broadband router,male,5,excellent,28,200gb monthly broadband plan,25000,3,75000,155.93,yes,better offers from competitors,south east,Seniors(60 Above)
cust0081,chinedu ortiz,feb-25,71,anambra,broadband mifi,male,5,excellent,28,120gb monthly broadband plan,24000,17,408000,126.83,yes,better offers from competitors,south east,Seniors(60 Above)
cust0082,michael ortiz,feb-25,40,ekiti,4g router,female,2,fair,47,10gb+10mins monthly plan,4500,3,13500,152.16,yes,costly data plans,south west,Adults(35-44)
cust0083,shehu holt,mar-25,79,sokoto,mobile sim card,female,3,good,44,1gb+1.5mins daily plan,500,19,9500,159.37,yes,poor network,north west,Seniors(60 Above)
cust0083,shehu holt,mar-25,79,sokoto,5g broadband router,female,3,good,44,30gb monthly broadband plan,9000,3,27000,70.71,yes,poor network,north west,Seniors(60 Above)
cust0084,maryam velez,mar-25,75,nasarawa,mobile sim card,male,3,good,4,12.5gb monthly plan,5500,2,11000,116.28,yes,better offers from competitors,north central,Seniors(60 Above)
cust0085,alabo turner,feb-25,40,niger,broadband mifi,female,1,poor,33,150gb fup monthly unlimited,20000,15,300000,8.31,no,,north central,Adults(35-44)
cust0085,alabo turner,feb-25,40,niger,5g broadband router,female,1,poor,33,1.5tb yearly broadband plan,150000,20,3000000,105.05,no,,north central,Adults(35-44)
cust0086,amina rivas,feb-25,62,gombe,5g broadband router,female,3,good,25,150gb fup monthly unlimited,20000,18,360000,66.27,no,,north east,Seniors(60 Above)
cust0087,omamuzo guerrero,jan-25,52,edo,5g broadband router,male,5,excellent,22,450gb 3-month broadband plan,75000,3,225000,26.23,no,,south south,Middle_Age(45-59)
cust0087,omamuzo guerrero,jan-25,52,edo,mobile sim card,male,5,excellent,22,1gb+1.5mins daily plan,500,11,5500,112.0,no,,south south,Middle_Age(45-59)
cust0088,amaka brown,mar-25,27,kwara,mobile sim card,female,3,good,2,500mb daily plan,350,5,1750,200.0,yes,poor customer service,north central,Young_adults(25-34)
cust0088,amaka brown,mar-25,27,kwara,broadband mifi,female,3,good,2,30gb monthly broadband plan,9000,4,36000,59.51,yes,poor customer service,north central,Young_adults(25-34)
cust0089,michael schultz,feb-25,20,bayelsa,4g router,male,2,fair,39,65gb monthly plan,16000,8,128000,82.47,yes,better offers from competitors,south south,Youths(16-24)
cust0089,michael schultz,feb-25,20,bayelsa,5g broadband router,male,2,fair,39,1.5tb yearly broadband plan,150000,15,2250000,122.31,yes,better offers from competitors,south south,Youths(16-24)
cust0089,michael schultz,feb-25,20,bayelsa,mobile sim card,male,2,fair,39,500mb daily plan,350,10,3500,107.04,yes,better offers from competitors,south south,Youths(16-24)
cust0090,john montoya,mar-25,40,gombe,mobile sim card,female,4,very good,30,10gb+10mins monthly plan,4500,2,9000,174.66,no,,north east,Adults(35-44)
cust0090,john montoya,mar-25,40,gombe,broadband mifi,female,4,very good,30,60gb monthly broadband plan,14500,18,261000,174.89,no,,north east,Adults(35-44)
cust0091,ngozi fox,feb-25,31,cross river,4g router,male,3,good,49,10gb+10mins monthly plan,4500,12,54000,163.43,no,,south south,Young_adults(25-34)
cust0091,ngozi fox,feb-25,31,cross river,mobile sim card,male,3,good,49,2.5gb 2-day plan,900,13,11700,83.27,no,,south south,Young_adults(25-34)
